Fecha,LugarAccidente,Operador,OrigenDestino,TipoAeronave,TotalAbordo,TripulacionAbordo,PasajerosAbordo,TotalFallecidos,TripulacionFallecida,PasajerosFallecidos,FallecidosEnTierra,Longitud,Latitud
1949-09-27 00:00:00," Castilla, Argentina",Flota Aérea Mercante Argentina,Sin dato,Douglas C-54A-1-DO,27,7,20,5,3,2,0,-67.933243,-38.9593821
1949-10-09 00:00:00,"Cheyenne, Wyoming",Slick Airways,Las Vegas - Denver,Curtiss C-46E-1-CS,4,2,2,4,2,2,0,-121.336657,38.040803
1949-10-28 00:00:00,"San Miguel Island, Azores",Air France,Paris - Santa Maria - New York City,Lockheed 749-79-33 Constellation,48,11,37,48,11,37,0,-25.47313739124529,37.80855645
1949-11-01 00:00:00,"Arlington, Virginia",Eastern Air Lines / Military - Bolivian Air Force,Boston - Washington D.C. - New Orleans,Douglas C-54B / P-38,55,4,51,55,4,51,0,-77.0893094,38.8769326
1949-11-04 00:00:00,"Akron, Ohio",Harrington's Inc,Philadelphia - Cleveland,Douglas DC-3,3,3,0,3,3,0,0,-81.518485,41.083064
1949-11-16 00:00:00,"Calcutta, India",Royal Indian Air Force,Sin dato,Tempest,2,2,0,1,1,0,14,88.3638815,22.5726723
1949-11-20 00:00:00," Oslo, Norway",Aero Holland,Brussels - Oslo,Douglas C-47A,35,4,31,34,4,30,0,10.7389701,59.9133301
1949-11-26 00:00:00," Bucaramanga, Colombia",LANSA,Bucaramanga - Cucuta,Douglas DC-3,12,3,9,12,3,9,0,-73.1156668,7.1172633
1949-11-29 00:00:00,"Dallas, Texas",American Airlines,New York City - Mexico City,Douglas DC-6,46,5,41,28,2,26,0,-46.5101346,-23.6475942
1949-11-29 00:00:00,"Chaleyssin, France",Air France,Paris - Lyons - Tunis,Douglas DC-4,38,5,33,5,4,1,0,4.9952268,45.587131
1949-12-01 00:00:00,"Taquaracucu, Brazil",REAL,"Sao Palo, Brazil - Jacarezinho, Panama",Douglas DC-3 (C-47-DL),22,4,18,20,4,16,0,-53.2,-10.3333333
1949-12-07 00:00:00,"Vallejo, California",Arrow Airlines,Burbank - Oakland - Sacramento,Douglas DC-3,9,3,6,9,3,6,0,-122.2566367,38.1040864
1949-12-09 00:00:00," Lanchow, China",Civil Air Transport,Sin dato,Curtiss C-46D-CU,38,2,36,38,2,36,0,104.999927,35.000074
1949-12-10 00:00:00," Hoikow, China",Civil Air Transport,Chengdu - Hoikow,Curtiss C-46D-CU,40,0,0,17,0,0,0,104.999927,35.000074
1949-12-12 00:00:00,"Washington, D.C.",Capital Airlines,New Port News - Washington D.C.,Douglas DC-3-313A,23,3,20,6,2,4,0,-77.0365427,38.8950368
1949-12-12 00:00:00,"Jungshahi, Pakistan",Pakair,Sin dato,Douglas DC-3,26,4,22,26,4,22,0,67.7745938462678,24.85710585
1949-12-16 00:00:00,"Orizaba, Mexico",Mexicana,Mexico City - Merida,Douglas DC-3,17,4,13,17,4,13,0,-97.1060062,18.8497366
1949-12-18 00:00:00,"Aulnay-sous-Bois, France",Sabena,Sin dato,Douglas C-47A-60-DL,8,4,4,8,4,4,0,2.499789,48.934231
1949-12-30 00:00:00,"Comilla, Pakistan",Bharat Airways,Agartala - Calcutta,Douglas C-54A-DO,7,1,6,7,1,6,0,71.247499,30.3308401
1950-01-05 00:00:00,"Sverdlovsk, Russia",Military - Soviet Air Force,Sin dato,Lisunov Li-2,19,0,0,19,0,0,0,60.60825,56.839104
1950-01-18 00:00:00,"Albacete, Spain",Ejercito del Aire,Murcia-San Javier - Albacete,Casa 352,16,3,13,16,3,13,0,-1.8559154,38.9950921
1950-01-20 00:00:00," Vacas, Bolivia",Military - Bolivian Air Force,Valle grande - Cochabamba,Douglas C-47,32,4,28,32,4,28,1,-65.579155,-17.5725298
1950-01-24 00:00:00," Tamatave, Madagascar",Societe Transatlantique Aerienne,Antananarivo - Tamatave,Douglas C-47A-50-DL,14,3,11,14,3,11,0,49.4098352,-18.1553985
1950-01-24 00:00:00,"Iloilo,Philippines",Philippine Air Lines,Iloilo - Manila,Douglas DC-3,4,3,1,4,3,1,0,122.5799456,10.9522168
1950-01-26 00:00:00," Snag, Yukon Territory",Military - U.S. Air Force,Elmendorf - Great Falls,Douglas C-54D-DC (DC-4),44,8,36,44,8,36,0,-140.3718394,62.3992362
1950-02-02 00:00:00,North Sea,KLM Royal Dutch Airlines,Amsterdam - London,Douglas DC-3,7,7,0,7,7,0,0,-140.3718394,62.3992362
1950-02-27 00:00:00," Prague, Czechoslovakia",Ceskoslovenske Aerolinie,Ostrava - Prague,Douglas C-47A-15-DK,30,3,27,5,3,2,0,121.0392436,14.480176
1950-03-07 00:00:00,"Minneapolis, Minnesota",Northwest Orient Airlines,Rochester Minn. - Minneapolis,Martin 202,13,3,10,13,3,10,2,-93.2654692,44.9772995
1950-03-10 00:00:00,"Saigon, Vietnam",Societe Indochinoise de Transport Aeriens,Hue - Tourane,Bristol 170 Freighter 21,4,3,1,4,3,1,0,2.3241735,48.8825559
1950-03-12 00:00:00,"Llandow Airport, Cardiff, Wales",Fairflight Ltd.,Llandow - Dublin,Avro 689 Tudor 5,83,5,78,80,5,75,0,-3.73893,52.2928116
1950-03-25 00:00:00,"Ankara, Turkey",Devlet Hava Yollairi,Istanbul - Ankara,Douglas DC-3,15,4,11,15,4,11,0,32.8540482,39.9207886
1950-03-28 00:00:00," Cap-Ferret, France",SEMAF,Test flight,Latecoere 631 (sea plane),12,12,0,12,12,0,0,-1.1472098,44.7951052
1950-04-05 00:00:00,"Hatiara, India",Deccan Airways,Sin dato,Douglas C-47A,3,3,0,3,3,0,0,78.6677428,22.3511148
1950-04-13 00:00:00," Hastings, England",British European Airways,London - Paris,Vickers 610 Viking 1B,32,4,28,0,0,0,0,0.5824703,50.8553888
1950-04-15 00:00:00,"Santa Ana, Colombia",Lineas Aéreas Nacionales,Medellín - Barranquilla,Douglas C-47 (DC-3),4,2,0,2,2,0,0,-74.5696573,9.3229035
1950-04-21 00:00:00," Atsugi, Japan",Military - U.S. Air Force,Clark - Kadena - Tachikawa,Douglas C-54D,35,8,27,35,8,27,0,139.323536,35.464797
1950-05-02 00:00:00,"Chimborazo, Ecuador",AVIANCA,Bogota - Quito - Guayaquil,Douglas C-47DL,15,3,12,15,3,12,0,-78.7297799,-1.9262626
1950-05-18 00:00:00,"Lagens Air Force Base, Azores",Military - U.S. Air Force,Barksdale - Lajes,Boeing B-29,16,11,5,16,11,5,0,-25.47313739124529,37.80855645
1950-05-23 00:00:00,"Myrtle Beach, South Carolina",Military - U.S. Air Force,Sin dato,Curtiss C-46D,39,4,35,39,4,35,0,-78.8900409,33.6956461
1950-05-24 00:00:00," Pasto, Colombia",LANSA,Popayan - Ipiales,Douglas C-47,27,3,24,26,3,23,0,-77.2782755,1.2146013
1950-05-27 00:00:00,"Teterboro, New Jersey",Regina Cargo Airlines,Teterboro - Fort Wayne - Detroit,Curtiss C-46F-1-CU,2,2,0,1,1,0,0,-74.06003621298285,40.857483
1950-05-30 00:00:00," Ilheus, Brazil",Aerovias Brasil,Victoria - Salvador,Douglas DC-3,15,4,11,13,4,9,0,-39.0453843,-14.792599
1950-06-05 00:00:00,Atlantic Ocean  Florida,Westair Transport,San Juan - Wilmington NC,Curtiss C-46-F-1-CU,65,3,62,28,0,28,0,-39.0453843,-14.792599
1950-06-09 00:00:00," Fonseca, Colombia",New Tribes Mission,"Kingston, Jamacia - Maracaibo, Venezuela",Douglas DC-3-178,15,3,12,15,3,12,0,-72.7985609,10.7773005
1950-06-13 00:00:00, Bahrain,Air France,Saigon - Paris,Douglas DC-4-1009,52,8,44,46,6,40,0,-72.7985609,10.7773005
1950-06-14 00:00:00,Bahrain,Air France,Saigon - Karachi - Bahrain - Paris,Douglas DC-4,53,8,45,40,3,37,0,-72.7985609,10.7773005
1950-06-15 00:00:00,"Bahrain, Bahrain",Air France,Saigon - Karachi - Bahrain - Paris,Douglas DC-4,53,8,45,40,3,37,0,50.5344606,26.1551249
1950-06-23 00:00:00,"Lake Michigan, 18 NNW of Benton Harbor, Michigan",Northwest Orient Airlines,New York City - Minneapolis - Spokan -Seattle,Douglas DC-4,58,3,55,58,3,55,0,-84.6824346,43.6211955
1950-06-26 00:00:00,"York, Australia",Ansett ANA,Perth  Adelaide  Melbourne e,Douglas DC-4-1009,29,5,24,29,5,24,0,116.7691483,-31.8889034
1950-07-07 00:00:00,"Busan, South Korea",Military - U.S. Air Force,Sin dato,Douglas C-54G,23,5,18,23,5,18,0,129.0752365,35.1799528
1950-07-09 00:00:00,"Casablanca, Morocco",Aigle Azur,Paris - Bordeaux - Casablanca - Dakar,Douglas DC-3,29,4,25,22,4,18,0,-7.6187768,33.5950627
1950-07-17 00:00:00," Pathankot, India",Indian National Airlines,Delhi - Sringagar,Douglas DC-3,22,4,18,22,4,18,0,75.6528858,32.2692452
1950-07-18 00:00:00," Bocoio, Angola",DTA Angola Airlines,Nova Lisboa - Lobito,Douglas DC-3,9,3,6,9,3,6,0,14.1370622,-12.4690414
1950-07-23 00:00:00,"Myrtle Beach, North Carolina",Military - U.S. Air Force,Myrtle Beach - Nashville,Curtiss C-46 Commando,39,4,35,39,4,35,0,-78.6800323,33.8278405
1950-07-27 00:00:00," O-shima Island, Japan",Military - U.S. Air Force,Tokyo - Kagoshima - Okinawa,Douglas C-47D,26,3,23,25,3,22,0,134.10761251947983,34.4075681
1950-07-28 00:00:00,"Porte Alegre, Brazil",Panair do Brasil,Rio de Janeiro - Porte Algegre,Lockheed 049 Constellation,50,7,43,50,7,43,0,-51.113536,-30.009154
1950-07-29 00:00:00,"Tunbukta, Algeria",Cie Air Transport,Algiers - Aoulef - Bidon V - Gao,Bristol 170 Freighter 21,26,4,22,26,4,22,0,2.9999825,28.0000272
1950-07-30 00:00:00,"Algrete, Brazil","SAVG (S.A. Viacao Gaucha, )SAVG",Porto Alegre - Sao Borja,Lockheed 18 LodeStar,12,2,10,12,2,10,0,-53.2,-10.3333333
1950-07-30 00:00:00,"Karaganda, Russia",Aeroflot,Alma-Ata - Karaganda - Moscow,Ilyushin IL-12,25,6,19,25,6,19,0,59.7166845,50.7014918
1950-08-05 00:00:00," Fairfield, California",Military - U.S. Air Force,Sin dato,Boeing B-29MR,20,20,0,12,12,0,7,-122.039966,38.2493581
1950-08-22 00:00:00," Eagle, Colorado",American Airlines,Los Angeles - Chicago,Douglas DC-6,59,5,54,1,0,1,0,-106.7172844,39.6161124
1950-08-25 00:00:00,"Kampong Jenera, Malaysia",Military - Royal Air Force,"Changi, Singapore - Kota Baru",Douglas C-47B,12,5,7,12,5,7,0,102.2656823,4.5693754
1950-08-31 00:00:00," Wadi Natrun, Egypt",Trans World Airlines,Cairo - Rome,Lockheed 749A Constellation,55,7,48,55,7,48,0,30.348223,30.3751783
1950-09-04 00:00:00,"Utica, New York",Robinson Airlines,Ithaca - Syracuse - Utica - Newark,Douglas DC-3,23,3,20,16,3,13,0,-75.2326641,43.1009031
1950-09-14 00:00:00,"Tehran, Iran",Iran Air,Sin dato,Douglas DC-3,8,3,5,8,3,5,0,51.3896004,35.6892523
1950-09-20 00:00:00,"Kwajalein, Marshall Islands",Military - U.S. Navy,Kwajzalein - Tokyo,Douglas R5D-3,26,7,19,26,7,19,0,167.5740472,9.1257934
1950-09-21 00:00:00," Zagreb, Yugoslavia",JAT Yugoslav Airlines,Belgrade - Zagreb,Douglas DC-3,11,4,7,10,4,6,0,-81.52614194734898,23.04123655
1950-09-23 00:00:00,"Karlstad, Sweden",Svenska Aero,Karlstad - Stockholm,Avro Ninteen I,10,1,9,10,1,9,0,13.5027631,59.3809146
1950-09-26 00:00:00," Kyushu Island, Japan",Military - U.S. Air Force,Ashiya AB - Kimpo AB,Douglas C-54D-DC (DC-4),51,8,43,23,5,18,0,131.10090516153372,32.4820755
1950-10-13 00:00:00,"Casablanca, Morocco",Air Atlas,Casablanca - Algiers - Perpignan,Douglas DC-3,7,3,4,4,3,1,0,-7.6187768,33.5950627
1950-10-13 00:00:00,"Almelund, Minnesota",Northwest Orient Airlines,Training,Martin 202,6,3,3,6,3,3,0,-92.7858229,45.4915211
1950-10-17 00:00:00,"London, England",British European Airways,London - Glasgow,Douglas C-47A,29,5,24,28,4,24,0,-0.1276474,51.5073219
1950-10-31 00:00:00,"London Heathrow, England",British European Airways,Paris - London,Vickers 610 Viking-1B,30,4,26,28,4,24,0,-0.4587800741571181,51.46773895
1950-11-03 00:00:00,"Mont Blanc, France",Air India,Bombay - Cairo - Geneva - London,Lockheed 749 Constellation,48,8,40,48,8,40,0,2.0263957,50.3645731
1950-11-07 00:00:00," Butte, Montana",Northwest Orient Airlines,Helena - Butte,Martin 202,21,4,17,21,4,17,0,-112.536508,46.0131505
1950-11-13 00:00:00,"Mt.  Tete de L'Obiou, France",Curtiss-Reid Flying Services Ltd. (Canada),Rome - Paris,Douglas C-54B-1-DC,58,7,51,58,7,51,0,1.8883335,46.603354
1950-11-17 00:00:00,"Surabaya, Indonesia",Garuda Indonesia Airlines,Sin dato,Douglas DC-3,23,3,20,2,2,0,0,112.7378266,-7.2459717
1950-11-21 00:00:00," Moran Junction, Wyoming",New Tribes Mission,"Chico, CA - Billings, WY",Douglas DC-3,21,3,18,21,3,18,0,-107.568534,43.1700264
1950-11-23 00:00:00,"Cuzco, Peru",Faucett,Maldorado - Quincemil,Douglas DC-3,9,4,5,9,4,5,0,-71.97927381639681,-13.5169353
1950-11-25 00:00:00,"Khitka, Bhutan",Indamer,Sin dato,Douglas C-47A,3,3,0,3,3,0,0,90.5119273,27.549511
1950-12-01 00:00:00," Chamaran, Iran",Iran Air,Tehran - Qom,Douglas DC-3,8,1,7,8,1,7,0,54.5643516,32.6475314
1950-12-08 00:00:00,"Bangui, Africa",T.A. Intercontinentaux,Paris - Bangui - Dar es-Salaam,Douglas C-54A,56,6,50,46,3,43,0,18.5735359,4.3651126
1950-12-09 00:00:00,"Ruig Piner, France",Air Atlas,Casablanca - Perpignan,Douglas DC-3,7,3,4,5,3,2,0,1.8883335,46.603354
1950-12-13 00:00:00,"Katagiri, India",Air India,Bombay - Coimbatore,Douglas DC-3,21,4,17,21,4,17,0,78.6677428,22.3511148
1950-12-13 00:00:00,"Londrina, Brazil",VASP,Ribeirao Preto - Sao Paulo,Douglas DC-3,31,6,25,0,0,0,3,-51.1595023,-23.3112878
1950-12-14 00:00:00,"Ribeirao, Brazil",VASP,Ribeirao Preto - Sao Paulo,Douglas DC-3,20,4,16,1,0,1,1,-35.3747339,-8.5066761
1950-12-15 00:00:00,"Valera, Venezuela",Avensa,Merida - Caracas,Douglas C-47-DL,31,3,28,31,3,28,0,-70.6081655,9.3148173
1950-12-19 00:00:00," Baguio, Philippines",Military - U.S. Air Force,Naha AB - Clark AB,Douglas C54E-DO (DC-4),38,7,31,38,7,31,0,120.5933729,16.4119945
1950-12-22 00:00:00,"Penticton, British Columbia, Canada",Canadian Pacific Air Lines,Vancouver - Penticton,Douglas DC-3,18,3,15,2,2,0,0,-119.5932499,49.5003268
1950-12-30 00:00:00,"Santiago del Estado, Argentina",Aerolineas Argentinas,Mar del Plata - Buenos,Douglas DC-3,18,5,13,17,5,12,0,-64.9672817,-34.9964963
1951-01-12 00:00:00,"Ixopo, South Africa",United Airways,Margate - Ladysmith - Johannesburg,de Havilland Dove 1,12,2,10,12,2,10,0,30.061111,-30.151389
1951-01-13 00:00:00,"Mt. Bukit, Besar,Thailand",Air Carriers,Butterworth - Kota Bharu,Douglas DC-3,10,3,7,10,3,7,0,100.83273,14.8971921
1951-01-14 00:00:00,"Philadelphia, Pennsylvania",National Airlines,Newark - Philadelphia,Douglas DC-4-1009,28,3,25,7,1,6,0,-75.1635262,39.9527237
1951-01-16 00:00:00," Reardan, Washington",Northwest Orient Airlines,Minneapolis - Seattle,Martin 202,10,3,7,10,3,7,0,-117.87905115280836,47.671362
1951-01-17 00:00:00," Civitavecchia, Italy",Alitalia,Paris - Rome,Savoia Marchetti SM-95,17,5,12,14,4,10,0,11.7922462,42.0937524
1951-01-20 00:00:00,"Huilyo, Peru",Military - TAM,Sin dato,Douglas DC-3,0,0,0,16,0,0,0,-75.0458515,-6.8699697
1951-01-28 00:00:00," An tung, Taiwan",Military -Royal Air Force,Hong Kong - Iwakuni,Short Sunderland 9 (flying boat),14,7,7,14,7,7,0,120.74991553708408,21.9585204
1951-01-31 00:00:00," Hafnarfjorour, Iceland",Icelandair,Vestmannaeyar Island - Reykjavík,Douglas DC-3,20,3,17,20,3,17,0,-18.1059013,64.9841821
1951-02-01 00:00:00," Terceira, Portugal",Military - Portuguese Air Force,Sin dato,Douglas C-54,14,0,0,14,0,0,0,-27.217637988768217,38.72116535
1951-02-03 00:00:00," Mt. Cameroon, Buea, Cameroon",Air France,Douala - Niamey,Douglas DC-4,29,6,23,29,6,23,0,13.1535811,4.6125522
1951-02-14 00:00:00,"Yali, Colombia",Lineas Aéreas Nacionales,Medellín - Barranquilla,Curtiss C-46A,2,2,0,2,2,0,0,-74.75288660542554,6.71822975
1951-03-02 00:00:00,"Sioux City, Iowa",Mid Continent Airlines,"Kansas City, MO - Omaha, NB - Sioux City, Iowa",Douglas DC-3,25,4,21,16,3,13,0,-96.4058782,42.4966815
1951-03-11 00:00:00,"Mt. Butler, Hong Kong",Pacific Overseas Airways,Hong Kong - Bangkok,Douglas DC-4,24,4,20,24,4,20,0,114.2111196,22.2676649
1951-03-21 00:00:00,"Corozal, Colombia",LANSA,San Marcos - Cartagena,Douglas C-47,29,3,26,29,3,26,0,-75.27619980073368,9.2045175
1951-03-22 00:00:00," Florianopolis, Brazil",Cruzeiro,Rio de Janeiro - São Paulo - Curitiba - Florianópolis,Douglas DC-3,14,4,10,3,0,3,0,-48.5496098,-27.5973002
1951-03-23 00:00:00,Over the North Atlantic,Military - U.S. Air Force,Loring AFB - Lakeheath AFB,Douglas C-124A Globemaster,53,5,48,53,5,48,0,-48.5496098,-27.5973002
1951-03-25 00:00:00,"Irkutsk, Russia",Aeroflot,Irkutsk - Chita - Yakutsk,Lisunov LI-2,13,4,9,12,4,8,0,104.719221,56.6370122
1951-03-26 00:00:00,"Rio Grande, Argentina",Aerolineas Argentinas,Ushuaia - Río Grande - Buenos Aires,Douglas DC-3,24,4,20,11,3,8,2,-69.71439619327396,-36.07532195
1951-03-27 00:00:00,"Manchester, England",Air Transport Charter,Manchester - Belfast,Douglas C-47A-75-DL Dakota 3,3,3,0,2,2,0,0,-2.2451148,53.4794892
1951-04-02 00:00:00,"Bogota, Colombia",AVIANCA,Sin dato,Douglas DC-3,26,2,24,26,2,24,0,-74.0836453,4.6534649
1951-04-06 00:00:00,"Refugio Pass,  Santa Barbara, California",Southwest Airways,Santa Maria - Santa Barbara - Oxnard - Los Angeles,Douglas DC-3,22,3,19,22,3,19,0,-118.755997,36.7014631
1951-04-08 00:00:00," Charleston, West Virginia",Military - U.S. Air Force,"Godman AFB - Charleston, WV",Douglas C-47B-DK,21,3,18,21,3,18,0,-81.6332812,38.3505995
1951-04-09 00:00:00,"Cape d'Arguilar, Hong Kong",Siamese Airways,Bangkok - Hong Kong,Douglas DC-3,16,5,11,16,5,11,0,114.1628131,22.2793278
1951-04-25 00:00:00,"Key West, Florida",Cubana de Aviacion / Military -  US Navy,Miami - Havana,Douglas DC-4 /Beechcraft SMB-1,43,9,34,43,9,34,0,-81.7724368,24.5625566
1951-04-28 00:00:00,"Fort Wayne, Indiana",United Air Lines,Cleveland - Fort Wayne - South Bend - Chicago,Douglas DC-3,11,3,8,11,3,8,0,-85.1386015,41.0799898
1951-05-06 00:00:00," Albuquerque, New Mexico",Military - U.S. Air Force,Carswell - Kirtland,Convair B-36D,25,25,0,23,23,0,0,-106.71324849574629,35.21287095
1951-05-08 00:00:00,"Bordeaux, France",Hunting Air Travel,Gibraltar - Bordeaux - Bovingdon,Vickers 639 Viking 1,32,5,27,2,2,0,0,-0.5800364,44.841225
1951-05-18 00:00:00,"Rancharia,  Brazil",VASP,Santa Cruz de Rio Prado - Presidente Prudent,Douglas DC-3,7,3,4,7,3,4,0,-50.8922333,-22.2294981
1951-06-03 00:00:00,"New Boston, Texas",Military - U.S. Air Force,Fort Campbell - Lawton,Fairchild C-82,10,10,0,10,10,0,0,-94.4154787,33.4598415
1951-06-06 00:00:00,"Rio de Janeiro, Brazil",Lineas Aéreas Trans. Brasileira,Vitoria - Rio de Janeiro,Douglas DC-3D,19,3,16,2,1,1,0,-43.2093727,-22.9110137
1951-06-13 00:00:00,"Medellin, Colombia",Sociedad Aeronautica Medellin,Medellín - Cartagena,Douglas C-47A,3,3,0,3,3,0,0,-75.573553,6.2443382
1951-06-22 00:00:00," Sanoyea, Liberia",Pan American World Airways,Johannesburg - Accra - Monrovia - New York,Lockheed 049 Constellation,40,9,31,40,9,31,0,-9.9825246,6.975746
1951-06-29 00:00:00," Rijeka, Yugoslavia",JAT Yugoslav Airlines,Rejeka - Zagreb,Junkers 52/3m,14,3,11,14,3,11,0,-71.3164528,-29.9708857
1951-06-30 00:00:00,"Rocky Mountain Nat. Park,  Ft. Collins, Colorado",United Air Lines,Salt Lake City - Denver,Douglas DC-6B,50,5,45,50,5,45,0,-105.607716,38.7251776
1951-07-12 00:00:00,"Lyneham AFB, England",Military - Royal Air Force,Luqa - Lyneham - Dishforth,Vickers Valetta C-1,10,10,0,10,10,0,0,-1.2649062,52.5310214
1951-07-12 00:00:00," Tezpur, India",Indamer,Calcutta - Tezpur,Douglas C-47B,3,3,0,3,3,0,0,92.76500717365028,26.61695705
1951-07-12 00:00:00,"Aracaju, Brazil",Loide Aereo Nacional,Natal - Recife - Maceió - Aracaju,Douglas DC-3,33,5,28,33,5,28,0,-37.0774655,-10.9162061
1951-07-16 00:00:00," Lae, New Guinea",Qantas,Wau - Bulolo - Lae,de Havilland DHA-3 Drover II,7,2,5,7,2,5,0,146.94296573373364,-6.7015456
1951-07-20 00:00:00,"Thudamot, China",Air Outre-Mer,Pakse - Saigon,Douglas C-47A,3,3,0,3,3,0,0,104.999927,35.000074
1951-07-21 00:00:00," Sitka, Alaska",Canadian Pacific Air Lines,Vancouver - Tokyo,Douglas C-54A,37,6,31,37,6,31,0,-135.337612,57.0524973
1951-07-24 00:00:00,"Gao, Mali",Sabena,Brussels - Gao - Léopoldville,Douglas DC-3,3,3,0,3,3,0,0,-0.0412392,16.2788129
1951-07-29 00:00:00,"Cochabamba, Bolivia",Loide Aéreo Nacional,Cochabamba - Rio de Janeiro,Curtiss C-46A,7,3,4,7,3,4,0,-66.16756808852,-17.401245799999998
1951-08-08 00:00:00,"Barilla Bay, Australia",Trans Australia Airlines,Hobart Melbourne,Sin dato,2,2,0,2,2,0,0,147.4830623,-42.8212941
1951-08-11 00:00:00,"Moisville, France",Air France,Training,Douglas DC-3D,5,5,0,5,5,0,0,1.1652725,48.8395577
1951-08-17 00:00:00,"Ubatuba, Brazil",REAL,Sin dato,Douglas DC-3,10,0,0,10,0,0,0,-45.083415,-23.433162
1951-08-24 00:00:00,"Decoto, California",United Air Lines,Boston - Hartford - Cleveland - Chicago - Oakland,Douglas DC-6B,50,6,44,50,6,44,0,-121.9977387,37.5916014
1951-09-08 00:00:00,"Sao Paulo, Brazil",VASP,Sao Paulo - Rio de Janeiro,Douglas DC-3,13,4,9,13,4,9,3,-46.6333824,-23.5506507
1951-09-12 00:00:00," Ialas Baeares, Spain",Societe Alpes Provence,Perpignan - Oran,Douglas DC-3,39,3,36,39,3,36,0,-4.8379791,39.3260685
1951-09-12 00:00:00," Redwood City, California",United Air Lines,San Francisco - Oakland - San Francisco,Boeing 377 Stratocruiser 10-34,3,3,0,3,3,0,0,-122.232523,37.4863239
1951-09-15 00:00:00,"Bangalore, India",Air India,Bangalore - Trivandrum,Douglas C-47A-30-DK Dakota III,28,4,24,22,1,21,0,77.590082,12.9767936
1951-09-27 00:00:00, Tachikawa Air Base,Military - US Air Force,Ashiya - Tachikawa AB,Fairchild C-119C-15-FA Flying Boxcar,14,14,0,14,14,0,0,77.590082,12.9767936
1951-09-29 00:00:00,"La Paz, Bolivia",Frigorifico Cooperativo Los Andes,Sin dato,Curtiss C-46D-15-CU,27,3,24,27,3,24,0,-68.1336229,-16.4955455
1951-10-08 00:00:00,"Cerro Blanco, Mexico",Aero Transportes,Mexico City - Minatitlán - Villahermosa,Douglas DC-3,8,3,5,8,3,5,0,-105.6739035,36.1986365
1951-10-15 00:00:00,"East Griqualand, South Africa",South African Airways,Port Elizabeth - Durbin,Douglas DC-3,17,4,13,17,4,13,0,29.41468317941224,-30.54668625
1951-10-15 00:00:00,North Atlantic,Military - U.S. Air Force,Azores - Westover AFB,Boeing C-97A Stratofreighter,12,3,9,12,3,9,0,29.41468317941224,-30.54668625
1951-10-17 00:00:00,"Mt. Benson, BC, Canada",Queen Charlotte Airlines,Kildala - Vancouver,Consolidated PBY-5A Catalina,23,3,20,23,3,20,0,-124.0498441,49.1494522
1951-10-22 00:00:00,"Skopje, Yugoslavia",JAT Yugoslav Airlines,Belgrad - Skopje,Douglas DC-3,12,3,9,12,3,9,0,-81.52614194734898,23.04123655
1951-10-27 00:00:00," Flores, Guatemala",Military - Guatemalan Air Force,Flores - Guatemala City,Douglas C-47,29,4,25,27,4,23,0,-89.8813662,16.915431
1951-11-05 00:00:00," Tucumcari, New Mexico",Transocean Air Lines,Oakland - Albuquerque,Martin 202,29,3,26,1,0,1,0,-103.72504,35.1719425
1951-11-13 00:00:00,"Puy-de-Dôme, France",Military - U. S. Air Force,Frankfort - Bordeaux,Fairchild C-82 Packet,36,4,32,36,4,32,0,3.0839934206717934,45.7715343
1951-11-15 00:00:00," Lodz, Poland",LOT Polish Airlines,Lodz - Krakow,Lisunov Li-2P,18,4,14,18,4,14,0,19.4569911,51.7687323
1951-11-17 00:00:00,"  Novosibirsk, Russia",Aeroflot,Novosibirsk - Moscow,Ilyushin IL-12,23,4,19,23,4,19,0,82.9234509,55.0282171
1951-11-19 00:00:00,"Cairo, Egypt",Devlet Hava Yollari,Ankara - Cairo,Douglas DC-3,5,1,4,5,1,4,0,31.2357257,30.0443879
1951-11-21 00:00:00,"Calcutta, India",Deccan Airways,Nagpur - Calcutta,Douglas DC-3,17,4,13,16,4,12,0,88.3638815,22.5726723
1951-11-24 00:00:00,"Zurich, Switzerland",El Al,Tel Aviv - Rome - Zurich - Amsterdam,Douglas DC-4,7,7,0,6,6,0,0,8.5410422,47.3744489
1951-11-27 00:00:00,"San Luis Acatlan, Mexico",Lineas Aereas Unidas,San Luis Acatlán - Acapulco,DC-2-243,21,3,18,13,2,11,0,-98.72220741144672,16.870085449999998
1951-12-04 00:00:00,"Denver, Colorado",United Air Lines,Training,Douglas DC-3A,3,3,0,3,3,0,0,-104.984862,39.7392364
1951-12-13 00:00:00,"Yaramunda, Papua, New Guinea",Qantas,Mount Hagen - Madang,de Havilland DH-84 Dragon,3,1,2,3,1,2,0,142.08709052245882,-5.522593049999999
1951-12-16 00:00:00,"Elizabeth, New Jersey",Miami Airlines,Fort Smith - Newark - Tampa,Curtiss Wright C-46F,56,4,52,56,4,52,1,-74.2107006,40.6639916
1951-12-23 00:00:00,"Tehran, Iran",Misrair,Cairo - Baghdad - Tehran,SNCASE Languedoc,22,4,18,22,4,18,0,51.3896004,35.6892523
1951-12-27 00:00:00," Namtso, Russia",Aeroflot,Yakutsk - Vilyuisk,Lisunov LI-2,20,6,14,20,6,14,0,97.7453061,64.6863136
1951-12-29 00:00:00," Little Valley, New York",Continental Charters,Miami - Pittsburgh - Buffalo,Curtiss C-46A-50-CU,40,4,36,26,3,23,0,-78.80559,42.252563
