Fecha,LugarAccidente,Operador,OrigenDestino,TipoAeronave,TotalAbordo,TripulacionAbordo,PasajerosAbordo,TotalFallecidos,TripulacionFallecida,PasajerosFallecidos,FallecidosEnTierra,Longitud,Latitud
"June 08, 1924","Barranquilla, Colombia",SCADTA,Barranquilla - Bogota,Junkers F-13,5,2,3,5,2,3,0,-74.7988827,10.9810761
"August 01, 1924",United States,US Aerial Mail Service,Sin dato,De Havilland DH-4,1,1,0,1,1,0,0,-74.7988827,10.9810761
"November 06, 1924","Cabrerolles, France",Grands Express Aeriens,Sin dato,Breguet 14,1,1,0,1,1,0,0,3.12514,43.5445
"December 21, 1924","Goshen, Indiana",US Aerial Mail Service,Sin dato,De Havilland DH-4,1,1,0,1,1,0,0,-85.834366,41.5824086
"December 24, 1924","Purley, England",Imperial Airways,London - Paris,de Havilland DH-34B,8,1,7,8,1,7,0,-0.115893,51.3385156
"March 22, 1925"," Tiflis, Georgia, USSR",Zakavia,Tiflis - Suchumi,Junkers F-13,5,2,3,5,2,3,0,68.7947829,38.5671241
"April 25, 1925","Alicante, Spain",Grands Express Aeriens,Alicante - Barcelona - Toulouse,Breguet 14,3,2,1,3,2,1,0,-0.4881708,38.3436365
"June 25, 1925","Landrécies, France",KLM Royal Dutch Airlines,Amsterdam - Paris,Fokker (KLM)  F.III,4,1,3,4,1,3,0,3.6913023,50.1250142
"June 26, 1925","Alicante, Spain",Grands Express Aeriens,Oran - Alicante,Lioré-et-Olivier LeO H-13,2,2,0,2,2,0,0,-0.4881708,38.3436365
"July 20, 1925","Rosas, Spain",Lignes Aeriennes Latecoere,Toulouse - Barcelona,Breguet 14,1,1,0,1,1,0,0,3.1755328,42.2632018
"July 24, 1925","Budapest, Hungary",CIDNA,Sin dato,Potez IX,1,1,0,1,1,0,0,19.0403594,47.4979937
"September 03, 1925","Caldwell, Ohio",Military - U.S. Navy,"Lakehurst, NJ - S.t Louis, MO",Dirigible ZR-1 Shenandoah (airship),43,43,0,14,14,0,0,-81.5165127,39.7478508
"September 07, 1925","Toul, France",CIDNA,Sin dato,Spad 33,0,0,0,0,0,0,0,5.8941759,48.6762624
"October 01, 1925","Mt. Nittany, Ohio",US Aerial Mail Service,New York - San Francisco,De Havilland DH-4,1,1,0,1,1,0,0,-80.8880137,40.6799498
"November 14, 1925","Nouadhibou, Mauritania",Lignes Aeriennes Latecoere,Sin dato,Breguet 14,1,1,0,1,1,0,0,-17.0503094,20.9127045
"November 14, 1925"," Boulogne-sur-Mer, France",Air Union,Sin dato,Farman F-60 Goliath,2,0,0,2,0,0,0,1.6118771,50.7259985
"February 12, 1926","Montpelier, Ohio",US Aerial Mail Service,Sin dato,Curtiss Carrier Pigeon,1,1,0,1,1,0,0,-84.6055076,41.5844951
"March 08, 1926","Staaken, Germany",Deutche Lufthansa,Sin dato,Junkers F-13,1,1,0,1,1,0,0,13.1433666,52.5322705
"May 31, 1926",English Channel,Air Union,Paris - Cryodon,Breguet 14,1,1,0,1,1,0,0,13.1433666,52.5322705
"July 03, 1926","Rossaugpt, Czechoslovakia",Compagnie Internationale de Navigation Aérienne,Paris - Prague - Budapest,Caudron C-61,6,2,4,6,2,4,0,121.0392436,14.480176
"July 09, 1926","Wolvertem, Belgium",KLM Royal Dutch Airlines,Amsterdam - Rotterdam - Brussels - Paris,Fokker F7,2,1,1,2,1,1,0,4.3085198,50.9510266
"July 24, 1926","Juist, Germany",Deutsche Lufthansa,Sin dato,Junkers F-13,5,1,4,5,1,4,0,6.9956079,53.6784483
"August 18, 1926","Hurst, Kent, England",Air Union,"Lebourget, France - Croydon, England",Bleriot 155,15,2,13,3,1,2,0,0.9435728377218445,51.245295350000006
"September 26, 1926","New York, New York",Sin dato,New York - Paris,Sikorsky S-25,5,1,4,2,0,2,0,-115.17449463280128,36.1021436
"October 02, 1926","Leigh, Kent, Unied Kingdom",Air Union,Paris - London,Bleriot 155,7,2,5,7,2,5,0,0.0,0.0
"October 08, 1926","Bueren, Germany",Deutsche Lufthansa,Sin dato,Fokker FG III,4,1,3,4,1,3,0,8.573474968213432,51.5497446
"October 21, 1926",English Channel,Imperial Airways,Croydon - Paris,Handley Page W-10,12,2,10,0,0,0,0,8.573474968213432,51.5497446
"November 11, 1926","Cape Bojador, Morocco",Grands Express Aeriens,Casablanca -Dakar,Breguet 14,3,0,3,3,0,3,0,-14.5005584,26.1233266
"December 16, 1926","Medford, Oregon",Pacific Air Transport,Sin dato,Ryan M-1,1,1,0,1,1,0,0,-122.8718605,42.3264181
"January 12, 1927","Estaires, France",Fokker,Delivery flight,Fokker F-VII,0,2,0,0,2,0,0,2.7226506,50.6440257
"March 20, 1927","Rabat, Morocco",Grands Express Aeriens,Casablanca - Oran,Breguet 14,1,1,0,1,1,0,0,-6.834543,34.022405
"March 24, 1927","Tambo, Qld, Australia",Qantas,Charleville - Tambo - Blackall,de Havilland DH-9C,3,1,2,3,1,2,0,146.33124025447535,-24.9071275
"April 15, 1927","King Hill, Idaho",Varney Air Lines,Sin dato,"SwallowSwallow",1,1,0,1,1,0,0,-116.3345874,44.5204431
"April 22, 1927","Floh, Germany",Deutsche Lufthansa,Charleville - Tambo - Blackall,Fokker FG III,2,1,1,2,1,1,0,10.496178825357095,50.770890449999996
"April 22, 1927","Goshen, Indiana",US Aerial Mail Service,Sin dato,Douglas M-4,1,1,0,1,1,0,0,-85.834366,41.5824086
"May 02, 1927","Algiers, Algeria",Air Union,Sin dato,SPCA Meteore 63,3,3,0,1,1,0,0,3.0601882,36.7753606
"July 27, 1927","Amoneburg, Germany",Deutsche Lufthansa,Kassel - Frankfurt,Junkers F-13,5,2,3,5,2,3,0,8.941291794880504,50.79946485
"August 22, 1927","Sevenoaks, England",KLM Royal Dutch Airlines,Croydon - Schiphol,Fokker F-VIII,11,2,9,1,1,0,0,0.1961165562194977,51.27452185
"September 03, 1927","Willington, Connecticut",Colonial Air Transport,Sin dato,Fokker Universal,1,1,0,1,1,0,0,-72.2598935,41.874428
"September 17, 1927","Hadley, New Jersey",Reynolds Airways,Sightseeing,Fokker F-VII,12,1,11,7,1,6,0,-74.4814613,40.5651057
"September 17, 1927",Atlantic Ocean,Private,Old Orchad Beach - Rome,Fokker F7,3,2,1,3,2,1,0,-74.4814613,40.5651057
"September 23, 1927","Schleiz, Germany",Deutsche Lufthansa,Berlin - Munich,Dornier Merkur,6,2,4,6,2,4,0,11.8040013,50.5590505
"October 06, 1927","Thies, Mauritania",Lignes Aeriennes Latecoere,Saint Louis - Dakar,Breguet 14,2,2,0,2,2,0,0,-9.2399263,20.2540382
"October 30, 1927","New Brunswick, New Jersey",Colonial Air Transport,Sin dato,Fairchild FC-2,4,1,3,4,1,3,0,-74.4518173,40.4862174
"November 08, 1927","Strasburg, France",CIDNA,Strasbourg - Paris,Farman F-121 Jabiru,1,1,0,1,1,0,0,7.7507127,48.584614
"November 16, 1927",Over the Gulf of Finland,Aero O-Y,Tallinn - Helsinki,Junkers F-13,6,2,4,6,2,4,0,7.7507127,48.584614
"November 29, 1927","Corunna, Indiana",National Air Transport,Sin dato,Douglas M-4,1,1,0,1,1,0,0,-85.1471934,41.4372721
"December 28, 1927","Almeria, Spain",Aeropostale,Dakar - Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,1,1,0,1,1,0,0,-2.4628135,36.8414197
"December 31, 1927"," Marseille,France",Latecoere Airlines,Test flight,Latécoère 23 (flying boat),5,5,0,5,5,0,0,5.3699525,43.2961743
"January 08, 1928"," Canajoharie, New York",Colonial Western Airlines,Minola - Albany - Buffalo,Fairchild FC-2,3,2,1,3,2,1,0,-74.5718073,42.9056288
"January 16, 1928","Solis, Uruguay",Aeropostale,Buenos Aires - Montevideo,Latecoere 25,2,2,0,2,2,0,0,-55.3837161,-34.7923733
"January 22, 1928","L'Hospitalet, Ariège",Aeropostale,Toulouse - Perpignan - Alicante - Casablanca - Dakar,Breguet 14,1,1,0,1,1,0,0,1.7138034,43.2297425
"January 22, 1928","Tarragona, Spain",Aeropostale,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,2,2,0,2,2,0,0,1.2546057,41.1172364
"January 27, 1928","Almeria, Spain",Aeropostale,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,1,1,0,1,1,0,0,-2.4628135,36.8414197
"February 26, 1928","Marquette, Nebraska",Boeing Air Transport,Sin dato,Boeing 40,2,1,1,1,0,1,0,-98.0114268,41.0070132
"March 11, 1928"," Cape Griz Nez, France",Air Union,Paris - Croydon,Farman F-60 Goliath,2,2,0,2,2,0,0,1.5834088,50.8710999
"April 17, 1928","Federal, Wyoming",Boeing Air Transport,Sin dato,Boeing 40,2,1,1,1,0,1,0,-77.04024448558823,38.889820150000006
"April 19, 1928","Minuesa, Spain",Iberia Airlines,Barcelona - Madrid,Rohrbach Roland,9,2,7,9,2,7,0,-4.4273603,39.6903253
"May 07, 1928","Florianopolis, BrazilFlorianopolis, BrazilFlorianopolis, Brazil",Aeropostale,Sin dato,Latecoere 26,5,2,3,1,0,1,0,-4.4273603,39.6903253
"May 12, 1928","Dearborn, Minnesota",Ford Air Freight Inc.,Dearborn - Buffalo,Ford 4,2,2,0,2,2,0,0,-93.3906083,44.9189015
"May 26, 1928","Radevormwald, Germany",Deutsche Lufthansa,Essen - Dortmund - Frankfurt,Junkers F-13,5,1,4,3,1,2,0,7.3571392,51.2029228
"June 14, 1928","Frankfurt, Germany",Deutsche Lufthansa,Sin dato,AEGK,5,1,4,5,1,4,0,8.6820917,50.1106444
"June 22, 1928","Lebo, Kansas",National Air Transport,Chicago - Dallas,Douglas M-4,1,1,0,1,1,0,0,-95.8530441,38.4166818
"July 10, 1928",Over the Gulf of Finland,Aero O-Y,Tallinn - Helsinki,Junkers F-13,6,2,4,6,2,4,0,-95.8530441,38.4166818
"July 13, 1928","Purley, England",Imperial Airways,Testing,Vickers 74 Vulcan,6,1,5,4,0,4,0,-0.115893,51.3385156
"July 24, 1928","Waalhaven, Netherlands",KLM Royal Dutch Airlines,Sightseeing over Rotterdam,Fokker (KLM) F.III,6,1,5,1,0,1,0,4.4406806,51.8921899
"August 25, 1928"," Port Townsend, BC, Canada",British Columbia Airways,Victoria - Seattle,Ford 4-AT-B Tri Motor,7,2,5,7,2,5,0,-107.991707,61.0666922
"September 02, 1928","Toul, France",CIDNA,Toul - Clermont-Ferrand,Bleriot Spad 33,5,3,2,5,3,2,0,5.8941759,48.6762624
"September 04, 1928","Adelaide Hills, Australia",Qantas,Adelaide - Longreach,de Havilland DH.50J,2,2,0,1,1,0,0,138.8293202817461,-34.901351649999995
"September 04, 1928","Pocatello, Idaho",National Parks Airways,Great Falls - Pocatello - Salt Lake City,Fokker Super Universal,7,1,6,7,1,6,0,-112.450627,42.8620287
"September 06, 1928","Heroldbach, Germany",Deutsche Lufthansa,Sin dato,Fokker FG III,3,1,2,3,1,2,0,10.4478313,51.1638175
"October 04, 1928","Gerona, Spain",Aeropostale,Casablanca - Alicante - Barcelona - Perpignan - Toulouse,Breguet 14,3,1,2,3,1,2,0,2.8199439,41.9793006
"October 18, 1928","Polk, Pennsylvania",National Air Transport,Sin dato,Douglas M-4,1,1,0,1,1,0,0,-79.9292233,41.3670014
"October 31, 1928","Valence, France",Air Union,Paris - Lyon - Marseille,Bleriot Spad 56,2,1,1,1,1,0,0,4.8920811,44.9332277
"November 15, 1928", Gibraltar,Aeropostale,Marseille - Palma de Majorca,Latecoere 32,3,3,0,1,1,0,0,4.8920811,44.9332277
"November 24, 1928","Edgerton, Ohio",Universal Airlines,Cleveland - Chicago,Hamilton H-47,3,1,2,3,1,2,0,-84.7480123,41.4486619
"November 25, 1928","Edgerton, Ohio",Continental Air Lines,Cleveland - Louisville,Travel Air 4000,1,1,0,1,1,0,0,-84.7480123,41.4486619
"November 25, 1928","Bristolville, Ohio",National Air Transport,Sin dato,Douglas M-4,1,1,0,1,1,0,0,-80.8692229,41.3874149
"December 01, 1928","Spur, Texas",Sunbeam Air Transport Co.,San Antonio - Amarillo - Tulsa - Denver,Ford 4-AT-B Tri Motor,5,1,4,5,1,4,0,-100.855685,33.4764767
"December 03, 1928"," Rio de Janeiro,Brazil",Syndicato Condor,Sightseeing,Dornier Wal,14,5,9,14,5,9,0,-43.2093727,-22.9110137
"December 10, 1928","Spokan, Washington",Spokane Airways,Colfax - Spokane,Ford Tri-motor 4,5,2,3,5,2,3,0,-117.42351,47.6571934
"December 11, 1928","Letzlingen, Germany",Deutsche Lufthansa,Cologne -  Berlin,Junkers G-31,4,3,1,3,3,0,0,11.4852603,52.4479235
"December 20, 1928","Huron, Ohio",National Air Transport,Cleveland - Chicago,Douglas M-4,1,1,0,1,1,0,0,-82.591828,41.1305303
"December 23, 1928","Chattanooga, Tennessee",Interstate Airlines,Sin dato,Fairchild FC-2,4,1,3,4,1,3,0,-85.3094883,35.0457219
"December 31, 1928","Reims, France",CIDNA,Strasbourg - Paris,Blériot Spad 66,3,1,2,2,0,2,0,4.031926,49.2577886
"January 05, 1929","Stafford Springs, Connecticut",Colonial Air Transport,Sin dato,Fairchild FC-2,1,1,0,1,1,0,0,-72.31292971461522,41.96238765
"January 18, 1929","Cove, Oregon",Varney Air Lines,"Boise, ID - Pasco, WA",Stearman C-38,1,1,0,1,1,0,0,-117.8079872,45.2965257
"January 25, 1929"," Corfu, Greece",Aeroespresso,Brindisi - Athens - Istanbul,CMASA Wal,9,2,7,2,2,7,0,19.859618918733858,39.591337
"January 31, 1929", Morocco,Aeropostale,Agadir - Casablanca,Latecoere 26,2,2,0,2,2,0,0,19.859618918733858,39.591337
"January 31, 1929","Morgantown, West Virginia",Skyline Transportation Company,Sin dato,Travel Air 4000,1,1,0,1,1,0,0,-79.9559437,39.6296809
"March 17, 1929","Newark, New Jersey",Colonial Western Airlines,Sightseeing,Ford 5-AT-B Tri Motor,15,2,13,14,1,13,0,-74.1723667,40.735657
"March 30, 1929"," Beaumont, California",New Standard Airlines,Los Angeles - Phoenix - El Paso,Fokker F-VIIA,4,1,3,4,1,3,0,-116.9763092,33.9299925
